serial_number,year,month,day,facility_id,facility_name,facility_zip,score,grade,service_description,category,size,riskLevel,owner_id,owner_name
DASJ1QTE1,2016,1,7,FA0042433,OFFICE DEPOT #606,90045,100,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"25-1,999 SF",LOW RISK,OW0026571,OFFICE DEPOT INC.
DA1692DMQ,2016,1,7,FA0053075,TRADER JOE'S #17,90027,97,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"2,000+ SF",LOW RISK,OW0036363,TRADER JOES COMPANY INC.
DAOYKXDIM,2016,1,7,FA0018001,INDIA SPICES & GROCERY,90035,90,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"25-1,999 SF",LOW RISK,OW0033001,SINGH GURDEV
DA3HB0GAP,2016,1,7,FA0074142,WOOD SPOON,90015,98,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,HIGH RISK,OW0039278,"WOODSPOON, INC"
DAQUNCHWI,2016,1,7,FA0167787,NIXON,90015,95,A,ROUTINE INSPECTION,RESTAURANT,61-150 SEATS,LOW RISK,OW0130490,"JIA YUAN USA CO, INC."
DA1HFIFJ9,2016,1,7,FA0006295,AM & PM MINIMARKET,90039,96,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"25-1,999 SF",MODERATE RISK,OW0031955,"SCHERRER, ROGER E"
DAH4UFPIA,2016,1,7,FA0014284,JOE'S MARKET,90044,96,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"25-1,999 SF",HIGH RISK,OW0006954,LOUIS CHAN
DA4XYDH2O,2016,1,7,FA0179690,PHO PASTEUR EXPRESS RESTAURANT,90033,90,A,ROUTINE INSPECTION,RESTAURANT,31-60 SEATS,HIGH RISK,OW0185186,PHO PASTEUR EXPRESS RESTAURANT
DAXF1YAJX,2016,1,7,FA0067972,OPICA ADULT DAY CARE,90025,99,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,HIGH RISK,OW0017595,JEWISH FAMILY SERVICE OF LA
DAF4W4DPB,2016,1,7,FA0055171,WHOLE FOODS MARKET,90049,95,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,HIGH RISK,OW0038850,"WHOLE FOODS MARKET, INC."
DAS3GL53R,2016,1,7,FA0137483,CHOW MEIN CHINESE,90012,96,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,HIGH RISK,OW0100189,701 TR LP
DA10AMNHI,2016,1,7,FA0027511,EIGHT KOREAN BBQ,90005,90,A,ROUTINE INSPECTION,RESTAURANT,61-150 SEATS,HIGH RISK,OW0039928,YOUNG JIN CORPORATION
DASFHHQHI,2016,1,7,FA0179922,TIAGO COFFEE BAR & KITCHEN,90028,93,A,ROUTINE INSPECTION,RESTAURANT,31-60 SEATS,HIGH RISK,OW0185401,AGUSFUNK HOLLYWOOD INC
DAO86QGJW,2016,1,7,FA0047594,SHELL STATION,90021,98,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"25-1,999 SF",LOW RISK,OW0023387,MARINA SHELL #1 INC
DAFLLDMXW,2016,1,7,FA0024166,MCDONALD'S # 18368,90021,97,A,ROUTINE INSPECTION,RESTAURANT,31-60 SEATS,MODERATE RISK,OW0031523,SANCHEZ FAMILY CORPORATION
DAWOTFKJ0,2016,1,7,FA0177228,MANMI BAKERY,90005,80,B,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,MODERATE RISK,OW0183184,ALEN N. YI
DA2SR0FVY,2016,1,7,FA0034252,STARBUCKS COFFEE #5549,90077,97,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,LOW RISK,OW0033938,STARBUCKS COFFEE CORPORATION
DA6CKKCRZ,2016,1,7,FA0142553,CRESCENT LIVE POULTRY INC,90021-3070,97,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"25-1,999 SF",MODERATE RISK,OW0105744,CRESCENT LIVE POULTRY INC
DA0SLYGXO,2016,1,7,FA0138346,PETROSSIAN CAVIAR,90045,96,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,MODERATE RISK,OW0101553,CONCESSIONS MANAGEMENT - LS
DAIGGH4VV,2016,1,7,FA0167866,MEDIA SERVICES CAFE,90049,97,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,MODERATE RISK,OW0130833,MEDIA SERVICES CAFE LLC
DAUDJKM5S,2016,1,7,FA0017965,IL MACCHIATO,90013,94,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,MODERATE RISK,OW0018054,"JUAREZ, AMOS"
DAZYPZH08,2016,1,7,FA0048708,SLAUSON SHELL,90043,94,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"25-1,999 SF",LOW RISK,OW0008670,CONICO CORO INC
DA0JZNWNJ,2016,1,7,FA0180017,PICO LIQUOR,90006,90,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"2,000+ SF",LOW RISK,OW0185479,HAN SANG KIM
DAWVQE8WY,2016,1,7,FA0013948,FOOD 4 LESS #359,90018,97,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,MODERATE RISK,OW0012108,"FOOD 4 LESS, INC."
DAKEQDC1T,2016,1,7,FA0053304,VEGAN HOUSE,90026,80,B,ROUTINE INSPECTION,RESTAURANT,31-60 SEATS,HIGH RISK,OW0034126,SUANKAEW KANTIMA
DAAPYRPCJ,2016,1,7,FA0179173,COFFEE TIME,90005,93,A,ROUTINE INSPECTION,RESTAURANT,31-60 SEATS,MODERATE RISK,OW0184770,HEA KYHONG LEE
DA9E7J7JB,2016,1,7,FA0037306,LOUISIANA FRIED CHICKEN,90044,90,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,MODERATE RISK,OW0005557,"BYONG, CHE CHON"
DANJBIOHZ,2016,1,7,FA0069158,RAFFALLO'S PIZZA,90028,95,A,ROUTINE INSPECTION,RESTAURANT,31-60 SEATS,HIGH RISK,OW0029392,RAFFALLO'S PIZZA LA BREA COR
DATJ0EUC0,2016,1,7,FA0173701,LOS ANGELES BIERGARTEN,90014,94,A,ROUTINE INSPECTION,RESTAURANT,61-150 SEATS,HIGH RISK,OW0180455,"VASQUEZ FAMILY INVESTMENTS, INC"
DAEWUY0VB,2016,1,7,FA0059839,CICADA RESTAURANT AND BAR,90014,94,A,ROUTINE INSPECTION,RESTAURANT,151 + SEATS,HIGH RISK,OW0040167,ZARIF RESTAURANT GROUP
DA1JRNTUK,2016,1,7,FA0006193,AN DONG KOOK SI,90020,90,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,HIGH RISK,OW0009746,"DEMETER DIRECT, INC."
DAK5NZEOK,2016,1,7,FA0160531,DOLLAR PLUS DEPOT,90037,91,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"2,000+ SF",LOW RISK,OW0125492,SOTHY HY
DAPFC50OQ,2016,1,7,FA0024869,GENWA,90036,90,A,ROUTINE INSPECTION,RESTAURANT,61-150 SEATS,HIGH RISK,OW0017238,J.B.K. WILSHIRE CORP
DAK06YAEL,2016,1,7,FA0037295,LOUIE'S MARKET,90044,98,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"25-1,999 SF",HIGH RISK,OW0036411,"TRAN, DE"
DADDZ1OCL,2016,1,7,FA0059845,CIELITO LINDO,90012,95,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,MODERATE RISK,OW0040103,ZACATELANAS INC.
DATXMXKFS,2016,1,7,FA0024106,MAT GOEUL,90020,88,B,ROUTINE INSPECTION,RESTAURANT,31-60 SEATS,HIGH RISK,OW0039955,YOUNG YI YUN
DACYW5FJY,2016,1,7,FA0033147,KIKKA @ WHOLE FOODS BRENTWOOD,90049,98,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"25-1,999 SF",HIGH RISK,OW0017151,"ITO, INC."
DAWWSOXB0,2016,1,7,FA0159475,SAN RESTAURANT,90020,80,B,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,HIGH RISK,OW0124489,GOOD MANNA INC.
DAXQC1XGH,2016,1,7,FA0005988,BOMBAY CAFE,90064,96,A,ROUTINE INSPECTION,RESTAURANT,61-150 SEATS,HIGH RISK,OW0015241,"HERMAN ENTERPRISES, INC"
DAYDWXJOP,2016,1,7,FA0070339,SHAKEYS PIZZA PARLOR #1,90038,95,A,ROUTINE INSPECTION,RESTAURANT,61-150 SEATS,HIGH RISK,OW0031994,"SCO, LLC SHAKEY'S PIZZA"
DAZRNT0G0,2016,1,7,FA0044295,PLAYBOY LIQUOR,90028,94,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"2,000+ SF",LOW RISK,OW0017339,"JAKADA HOSPITALITY GROUP, LL"
DAUV7BVUX,2016,1,7,FA0180029,DUNKIN' DONUTS,90045,95,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,MODERATE RISK,OW0002986,"AREAS USA LAX, LLC"
DAE2UEVIH,2016,1,7,FA0163228,THE PONTE,90045,94,A,ROUTINE INSPECTION,RESTAURANT,61-150 SEATS,HIGH RISK,OW0126893,TERRINE LLC
DAVC0TDKX,2016,1,7,FA0179905,WOKSHOP,90077-1724,91,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,HIGH RISK,OW0185386,"VRX HOLDINGS, LLC"
DALFM2C1B,2016,1,7,FA0058509,BOBA BEAR,90020,86,B,ROUTINE INSPECTION,RESTAURANT,31-60 SEATS,MODERATE RISK,OW0004910,"BOBA BEAR, LLC"
DAVLMLQU0,2016,1,7,FA0136982,TWIST,90036,92,A,ROUTINE INSPECTION,RESTAURANT,31-60 SEATS,HIGH RISK,OW0099764,TWIST BAKE SHOP INC
DAU3LSX7B,2016,1,7,FA0034289,LAS BRISAS,90033,93,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,HIGH RISK,OW0040159,"ZARAGOZA,ROBERTO"
DABCJ0UL9,2016,1,7,FA0166089,KAYA,90036-2119,91,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,HIGH RISK,OW0129288,NOM NOM ENTERPRISE
DAKY9VXQZ,2016,1,7,FA0178936,HOLLYWOOD BURGER,90028-5325,99,A,ROUTINE INSPECTION,RESTAURANT,61-150 SEATS,HIGH RISK,OW0184581,"HOLLYWOOD BURGER - LA, LLC"
DAX7Y2TS4,2016,1,7,FA0053979,VERDUGO,90065,95,A,ROUTINE INSPECTION,RESTAURANT,31-60 SEATS,LOW RISK,OW0000843,34 VERDUGO LLC.
DAKGB9TNB,2016,1,7,FA0165900,LUPITA'S MEAT MARKET,90018,91,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"2,000+ SF",HIGH RISK,OW0129130,EVELIA CAMARENA
DASS0KWSL,2016,1,7,FA0018587,JAMESON'S IRISH PUB,90028,90,A,ROUTINE INSPECTION,RESTAURANT,61-150 SEATS,HIGH RISK,OW0015629,HLWD IP GRILL LLC
DAGOL7RTR,2016,1,7,FA0049128,SUBWAY,90062,91,A,ROUTINE INSPECTION,RESTAURANT,31-60 SEATS,MODERATE RISK,OW0181657,"LSBC, LLC"
DAYRAKJGI,2016,1,7,FA0007294,ART'S 76,90028,96,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"25-1,999 SF",LOW RISK,OW0030073,RHA INC
DAI2EVCNA,2016,1,7,FA0047657,SANAMLUANG CAFE,90027,90,A,ROUTINE INSPECTION,RESTAURANT,61-150 SEATS,HIGH RISK,OW0024816,"MONGKOL LP, INC."
DAFOFUKH0,2016,1,7,FA0068750,PIZZA HUT #28345,90034,90,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,MODERATE RISK,OW0033717,SOUTHERN CALIFORNIA PIZZA CO LLC
DACLKNR7O,2016,1,7,FA0028715,PLAZA DEL CENTRO,90057,82,B,ROUTINE INSPECTION,FOOD MKT RETAIL,"2,000+ SF",HIGH RISK,OW0036897,UNITED 8TH STREET CORPORATIO
DASWRI0HS,2016,1,7,FA0059963,CLEO BAR ON 2ND FLOOR,90028,96,A,ROUTINE INSPECTION,RESTAURANT,61-150 SEATS,LOW RISK,OW0100515,"BUCKEYES LESSEE, LLC"
DAQ9PR0ZR,2016,1,7,FA0163985,DOWNTOWN PEKING TAVERN,90014,95,A,ROUTINE INSPECTION,RESTAURANT,61-150 SEATS,HIGH RISK,OW0127465,DOWNTOWN PEKING TAVERN LLC
DA8Z6CME0,2016,1,7,FA0175610,IN N OUT DAILY MARKET,90032,95,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,MODERATE RISK,OW0182143,EMME LAN P. DIEU
DAF9XR2SN,2016,1,7,FA0043262,ORANGE TREE CAFE,90010,94,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,MODERATE RISK,OW0016703,"HWANG, ALBERT"
DAJQXNJYT,2016,1,7,FA0141761,SHANG LEE FRESH POULTRY INC,90012-2823,100,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"25-1,999 SF",MODERATE RISK,OW0104916,SHANG LEE FRESH POULTRY INC
DAHMP0GXB,2016,1,7,FA0179950,TEXIS RESTAURANT,90006,92,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,HIGH RISK,OW0185424,ANA GLORIA RAMOS VINDEL
DAKN657X6,2016,1,7,FA0063078,GUSTO,90048,91,A,ROUTINE INSPECTION,RESTAURANT,31-60 SEATS,HIGH RISK,OW0033201,SLOW & LOW HOSPITALITY L.P.
DARVINDD9,2016,1,7,FA0162764,YOGURTLAND WESTCHESTER,90045,99,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,MODERATE RISK,OW0126469,BLOOM 1201 INC.
DAMSD4L0B,2016,1,7,FA0059475,CHANDARA RESTAURANT,90064,93,A,ROUTINE INSPECTION,RESTAURANT,61-150 SEATS,HIGH RISK,OW0006919,CHAN DARA INC
DATW0E8D8,2016,1,6,FA0012738,EL SUPER,90063,96,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,MODERATE RISK,OW0004937,BODEGA LATINA CORPORATION
DAF0Z6U7H,2016,1,6,FA0036667,MAGIC FINGERS EAT EM UP,90059,88,B,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,MODERATE RISK,OW0017859,"JOHNSON, RAY A"
DA07VNJWS,2016,1,6,FA0017809,HWANG HAE DOE RESTAURANT,90004,92,A,ROUTINE INSPECTION,RESTAURANT,31-60 SEATS,HIGH RISK,OW0006863,"CHAE, SUN YI"
DARTNCFDI,2016,1,6,FA0179844,OTIUM,90012,96,A,ROUTINE INSPECTION,RESTAURANT,61-150 SEATS,HIGH RISK,OW0185328,"HOPE STREET RESTAURANTS, LLC"
DAA8XT3DQ,2016,1,6,FA0166866,ACA GRILL,90005,90,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,HIGH RISK,OW0129956,CUATRO PATAS LLC
DANMLMFMR,2016,1,6,FA0041961,ZION MARKET DELI & ISLAND,90020,91,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,HIGH RISK,OW0040298,ZION CITY INC
DANYDQDL5,2016,1,6,FA0043892,PARIS BAGUETTE CAFE,90010,82,B,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,MODERATE RISK,OW0027589,"PARIS BAGUETTE USA, INC"
DAQOADCKZ,2016,1,6,FA0009488,BIBIGO-REMOTE STORAGE,90067,100,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,LOW RISK,OW0008289,CJ BAKERY INC.
DA28ENPKH,2016,1,6,FA0062520,GALVEZ MARKET,90033,95,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"25-1,999 SF",LOW RISK,OW0012677,GALVEZ SOFIA
DANQTHGNR,2016,1,6,FA0074362,YUM YUM DONUTS FRANCHISE #75,90032,93,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,MODERATE RISK,OW0006130,"CARBALLO, BLANCA M."
DAPONPA0A,2016,1,6,FA0143772,TRENCHER,90026,92,A,ROUTINE INSPECTION,RESTAURANT,31-60 SEATS,MODERATE RISK,OW0106821,JDH GROUP LLC
DAOEPTAZD,2016,1,6,FA0142239,TWENTIETH CENTURY FOX,90064-2606,96,A,ROUTINE INSPECTION,RESTAURANT,151 + SEATS,HIGH RISK,OW0105866,20TH CENTURY FOX
DAQ8RRPJN,2016,1,6,FA0171963,BUTTERFLY DREAM,90038,94,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,HIGH RISK,OW0179020,BUTTERFLY DREAM
DA6M8KEK0,2016,1,6,FA0176129,WABA GRILL,90046-4411,94,A,ROUTINE INSPECTION,RESTAURANT,31-60 SEATS,HIGH RISK,OW0182550,"MICHAEL & DANIEL, LLC"
DATUHOIS3,2016,1,6,FA0026151,GRIDDLE CAFE,90046,93,A,ROUTINE INSPECTION,RESTAURANT,61-150 SEATS,HIGH RISK,OW0035587,"THE GRIDDLE CAFE, INC."
DAPF04NQJ,2016,1,6,FA0048255,SHAKEY'S PIZZA PARLOR #17,90027,93,A,ROUTINE INSPECTION,RESTAURANT,151 + SEATS,HIGH RISK,OW0031994,"SCO, LLC SHAKEY'S PIZZA"
DACGKYPUM,2016,1,6,FA0044441,POPEYES CHICKEN,90061,96,A,ROUTINE INSPECTION,RESTAURANT,31-60 SEATS,MODERATE RISK,OW0017991,"JRH ENTERPRISES, INC"
DAHWS2DRS,2016,1,6,FA0061133,DRAGUNARA,90036,93,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"25-1,999 SF",LOW RISK,OW0018925,KHEMLANI MIKE
DARAVCJ7E,2016,1,6,FA0142677,MOE'S CAFE,90064-2606,96,A,ROUTINE INSPECTION,RESTAURANT,61-150 SEATS,HIGH RISK,OW0105866,20TH CENTURY FOX
DAXNQTVNC,2016,1,6,FA0156769,CASA NOSTRA RISTORANTE & BAR,90015,93,A,ROUTINE INSPECTION,RESTAURANT,61-150 SEATS,HIGH RISK,OW0122010,GGEMS GROUP INC
DASWFRBXD,2016,1,6,FA0044629,PING TUNG,90046,92,A,ROUTINE INSPECTION,RESTAURANT,61-150 SEATS,HIGH RISK,OW0028594,PING MELROSE CO. INC.
DA5W0F0V3,2016,1,6,FA0023131,FLAME BROILER,90010,97,A,ROUTINE INSPECTION,RESTAURANT,31-60 SEATS,HIGH RISK,OW0007231,CHAUDARY MOHAMMAD
DAMETV18C,2016,1,6,FA0003828,7-ELEVEN #20580-D,90035,90,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"25-1,999 SF",LOW RISK,OW0017338,JAIN USHA
DATFPZR5S,2016,1,6,FA0063144,HAL MAE RESTAURANT,90005,80,B,ROUTINE INSPECTION,RESTAURANT,31-60 SEATS,HIGH RISK,OW0030889,ROYCE CITY INC
DAL5R8T0L,2016,1,6,FA0005505,BIBIGO,90067,91,A,ROUTINE INSPECTION,RESTAURANT,31-60 SEATS,HIGH RISK,OW0008289,CJ BAKERY INC.
DAFXOXLLB,2016,1,6,FA0058741,BUFFALO WILD WINGS,90008,91,A,ROUTINE INSPECTION,RESTAURANT,61-150 SEATS,HIGH RISK,OW0003815,BALDWIN HILLS WILD WINGS LLC
DAVSHZG0R,2016,1,6,FA0033406,KJ KOREA,90006,98,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"25-1,999 SF",LOW RISK,OW0019722,"KJ KOREA, INC."
DAHLLIT6P,2016,1,6,FA0047870,SILVERLAKE WINE COMPANY,90039,96,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,LOW RISK,OW0032913,SILVERLAKE WINE COMPANY LLC
DAIKJESMK,2016,1,6,FA0174775,DINA'S CAFE,90024,97,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,HIGH RISK,OW0181409,MAURICIO MEDANO
DAUMZYHI0,2016,1,6,FA0028931,POPEYES CHICKEN,90016,97,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,MODERATE RISK,OW0003600,B&H FOODS INC
DAMIMLXV1,2016,1,6,FA0139042,24 HOUR FITNESS #122,90045,99,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"2,000+ SF",LOW RISK,OW0000732,"24 HOUR FITNESS, USA, INC."
DAAMCSHMS,2016,1,6,FA0017375,CVS/PHARMACY #9325,90049,96,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"2,000+ SF",LOW RISK,OW0012926,"GARFIELD BEACH CVS, LLC."
DANVYKY0K,2016,1,6,FA0174561,CORONA MARKET,90033,89,B,ROUTINE INSPECTION,FOOD MKT RETAIL,"2,000+ SF",HIGH RISK,OW0181209,PETER D. KIM
DAXTCX5UQ,2016,1,6,FA0024904,GINGERGRASS SILVERLAKE LLC,90039,90,A,ROUTINE INSPECTION,RESTAURANT,31-60 SEATS,HIGH RISK,OW0013262,GINGERGRASS SILVERLAKE LLC
DA2RLVK9J,2016,1,6,FA0164585,NAEMAMDU MANDU,90020,92,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,HIGH RISK,OW0127920,DONG HYUN LEEM
DARKQ0AYT,2016,1,6,FA0151573,AWOOLIM,90006,92,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,HIGH RISK,OW0117274,AWOOLIM KIMBAP & TACO FACTORY INC
DARJF4KHF,2016,1,6,FA0055552,YUM YUM DONUT SHOP #54,90033,97,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,MODERATE RISK,OW0040037,YUM YUM DONUT SHOPS INC.
DAXXYWI6Y,2016,1,6,FA0136983,BOBA SQUARE,90005,95,A,OWNER INITIATED ROUTINE INSPECT.,RESTAURANT,0-30 SEATS,MODERATE RISK,OW0099765,LOA BEVERAGE INC.
DA3GBIEJR,2016,1,6,FA0045180,RALPHS MARKET #48,90043,99,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"2,000+ SF",LOW RISK,OW0029458,RALPHS GROCERY COMPANY
DAJQH7LD6,2016,1,6,FA0068616,PHO CAFE,90026,90,A,ROUTINE INSPECTION,RESTAURANT,31-60 SEATS,HIGH RISK,OW0028457,PHO CAFE INC
DA26R8GLH,2016,1,6,FA0055806,YUMMY FOODS MARKET,90038,99,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,HIGH RISK,OW0040049,"YUMMY FOODS, LLC"
DA0ECNKSY,2016,1,6,FA0167595,UNITED OIL #103,90043,94,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"25-1,999 SF",LOW RISK,OW0002870,"APRO, LLC. (UNITED OIL)"
DATYB3VQP,2016,1,6,FA0003266,ALBERTSON'S #4131,90008,98,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,HIGH RISK,OW0002029,"ALBERTSONS, LLC"
DA7FRL6OP,2016,1,6,FA0061540,EL POLLO LOCO #5532,90038,94,A,ROUTINE INSPECTION,RESTAURANT,31-60 SEATS,HIGH RISK,OW0010868,"EL POLLO LOCO, INC."
DAXISHCM5,2016,1,6,FA0059447,CGV CINEMAS CONCESSION STAND,90005,90,A,ROUTINE INSPECTION,RESTAURANT,61-150 SEATS,MODERATE RISK,OW0008292,"CJ CGV AMERICA LA, LLC"
DAVQ01LBO,2016,1,6,FA0011408,DOMINO'S PIZZA,90032,95,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,MODERATE RISK,OW0010606,E.M. PIZZA INC.
DAIQ3R7FB,2016,1,6,FA0180095,ES CON SABOR WEST,90034,91,A,ROUTINE INSPECTION,RESTAURANT,31-60 SEATS,HIGH RISK,OW0185555,E & H SALVADORAN CUISINE LLC
DAQSMJKTM,2016,1,6,FA0141474,CITY DELI,90045-5807,97,A,ROUTINE INSPECTION,RESTAURANT,151 + SEATS,HIGH RISK,OW0016382,HOST INTERNATIONAL INC
DAI7F3HXI,2016,1,6,FA0043519,PATSYS,90036,90,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,HIGH RISK,OW0009381,"DAMORE,PATSY DBA"
DA1MRNERT,2016,1,6,FA0012738,EL SUPER,90063,91,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"25-1,999 SF",HIGH RISK,OW0004937,BODEGA LATINA CORPORATION
DAWIUDBVB,2016,1,6,FA0025424,"GIGGLES ""N"" HUGS",90067,94,A,ROUTINE INSPECTION,RESTAURANT,61-150 SEATS,HIGH RISK,OW0013218,"GIGGLES ""N"" HUGS LLC"
DAKBEA3HA,2016,1,6,FA0013910,CEMITAS POBLANAS JUQUILITA,90063,96,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,HIGH RISK,OW0005640,"CABALLERO, WENDY"
DA0SMNWUV,2016,1,6,FA0017133,HOLLY GROUNDS COFFEE ANDTEA,90032,97,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,MODERATE RISK,OW0004975,BOLAND STEVEN
DAA07KIXH,2016,1,6,FA0067936,OMNI LOS ANGELES HOTEL GIFTS,90012,97,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"25-1,999 SF",LOW RISK,OW0026775,OMNI HOTEL MANAGEMENT CORP
DA6YUX2T5,2016,1,6,FA0005171,BELAIR OIL INC,90049,99,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"25-1,999 SF",LOW RISK,OW0004266,BELAIR OIL INC
DATT05WLM,2016,1,6,FA0022718,FAT SAL'S,90024,91,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,HIGH RISK,OW0035574,"THE GAYLEY GROUP, LP"
DAM8VXUC0,2016,1,6,FA0072711,TOMMY TACO,90024,90,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,HIGH RISK,OW0001916,AJA INC
DALW0VRPZ,2016,1,6,FA0045961,ROBEKS JUICE,90045,96,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,MODERATE RISK,OW0015603,HIS GLORY CORPORATION
DAOSWCA9U,2016,1,6,FA0004798,A WON JAPANASE RESTAURANT,90006,91,A,ROUTINE INSPECTION,RESTAURANT,61-150 SEATS,HIGH RISK,OW0007742,CHOI SOON HEE
DA2EOK8S0,2016,1,6,FA0004781,A GROCERY WAREHOUSE,90026,97,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"2,000+ SF",MODERATE RISK,OW0025895,NEW W ORIDE FOODS ENTERPRISE
DABF5Q6GF,2016,1,6,FA0052328,THE SPIRIT SHOPPE AND DELI,90028,84,B,ROUTINE INSPECTION,FOOD MKT RETAIL,"2,000+ SF",LOW RISK,OW0013479,GOLDEN BRIDGE LIQUORS INC.
DALBDF28R,2016,1,6,FA0014382,CHEVRON FOOD MART #1428,90049,99,A,ROUTINE INSPECTION,FOOD MKT RETAIL,"25-1,999 SF",LOW RISK,OW0007449,CHEVRON STATIONS INC
DAX4ITN00,2016,1,6,FA0065834,LITTLE ONGPIN FASTFOOD,90065,93,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,HIGH RISK,OW0034944,"TAN, REYNALDO C"
DA5FQ53YP,2016,1,6,FA0064934,KOREATOWN GALLERIA DISH ROOM,90006,91,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,LOW RISK,OW0019899,KORIATOWN GALLERIA
DATXVYVUK,2016,1,6,FA0163712,PA ORD NOODLE,90028,72,C,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,HIGH RISK,OW0127268,YOOTTHANA BAMRUNGKHET
DABFAA30W,2016,1,6,FA0052969,TOWN NOODEL,90006,91,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,HIGH RISK,OW0027772,"PARK, IN SOON"
DAHZZR41B,2016,1,6,FA0070101,SANSAI JAPANESE GRILL,90017,93,A,ROUTINE INSPECTION,RESTAURANT,0-30 SEATS,HIGH RISK,OW0032668,"SHIN, PATRICK K"
DALZUPB0W,2016,1,6,FA0023285,FLIX,90017,94,A,ROUTINE INSPECTION,RESTAURANT,61-150 SEATS,HIGH RISK,OW0105348,"GUCKENHEIMER SERVICES, LLC."
